Year,Manufacturer,Model,barrels08,charge240,cityA08U,cityCD,cityE,cityUF,co2A,combA08U,combE,combinedCD,combinedUF,cylinders,feScore,fuelCostA08,fuelType2,ghgScoreA,highwayA08U,highwayCD,highwayE,highwayUF,id,phevBlended,charge240b
2015,Mercedes-Benz,CLA250 4matic,11.01888889,0.0,17.0,0.0,0.0,0.0,322.0,19.0,0.0,0.0,0.0,4.0,7,2100.0,E85,7,23.0,0.0,0.0,0.0,35954,False,0.0
2015,Ford,Focus FWD FFV,9.917,0.0,19.0,0.0,0.0,0.0,285.0,22.0,0.0,0.0,0.0,4.0,7,1900.0,E85,8,26.0,0.0,0.0,0.0,35967,False,0.0
2015,Ford,Focus FWD FFV,10.25896552,0.0,19.0,0.0,0.0,0.0,290.0,21.0,0.0,0.0,0.0,4.0,7,1900.0,E85,8,26.0,0.0,0.0,0.0,35968,False,0.0
2015,Chevrolet,Impala Bi-Fuel  (CNG),14.8755,0.0,15.0,0.0,0.0,0.0,-1.0,18.0,0.0,0.0,0.0,6.0,5,2550.0,Natural Gas,6,23.0,0.0,0.0,0.0,36045,False,0.0
2016,Buick,LaCrosse AWD,14.8755,0.0,12.0,0.0,0.0,0.0,425.0,14.0,0.0,0.0,0.0,6.0,4,2750.0,E85,5,18.0,0.0,0.0,0.0,36453,False,0.0
2016,Buick,LaCrosse,14.16714286,0.0,13.0,0.0,0.0,0.0,386.0,16.0,0.0,0.0,0.0,6.0,5,2600.0,E85,5,20.0,0.0,0.0,0.0,36457,False,0.0
2016,Dodge,Dart,11.01888889,0.0,17.0,0.0,0.0,0.0,304.0,19.0,0.0,0.0,0.0,4.0,6,2100.0,E85,7,24.0,0.0,0.0,0.0,36533,False,0.0
2016,Chrysler,200 AWD,13.52318182,0.0,13.0,0.0,0.0,0.0,376.0,16.0,0.0,0.0,0.0,6.0,5,2600.0,E85,5,21.0,0.0,0.0,0.0,36583,False,0.0
2010,Ford,Fusion FWD FFV,13.52318182,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,6.0,-1,2750.0,E85,-1,0.0,0.0,0.0,0.0,26404,False,0.0
2017,Chrysler,200 AWD,13.52318182,0.0,13.0,0.0,0.0,0.0,381.0,16.0,0.0,0.0,0.0,6.0,5,2600.0,E85,5,21.0,0.0,0.0,0.0,38101,False,0.0
2018,Mercedes-Benz,CLA250 4matic,11.01888889,0.0,17.0,0.0,0.0,0.0,328.0,19.0,0.0,0.0,0.0,4.0,6,2100.0,E85,6,24.0,0.0,0.0,0.0,38734,False,0.0
2010,Chevrolet,Malibu,11.9004,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,4.0,-1,2300.0,E85,-1,0.0,0.0,0.0,0.0,28633,False,0.0
2010,Mercedes-Benz,C300 4matic,14.8755,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,6.0,-1,2750.0,E85,-1,0.0,0.0,0.0,0.0,29400,False,0.0
2010,Chrysler,Sebring,13.52318182,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,6.0,-1,2600.0,E85,-1,0.0,0.0,0.0,0.0,29719,False,0.0
2011,Mercury,Milan FWD FFV,12.93521739,0.0,13.0,0.0,0.0,0.0,-1.0,16.0,0.0,0.0,0.0,6.0,-1,2600.0,E85,-1,20.0,0.0,0.0,0.0,30375,False,0.0
2011,Mercedes-Benz,C300,14.8755,0.0,13.0,0.0,0.0,0.0,-1.0,15.0,0.0,0.0,0.0,6.0,-1,2750.0,E85,-1,18.0,0.0,0.0,0.0,30633,False,0.0
2011,Chrysler,200 Convertible,13.52318182,0.0,13.0,0.0,0.0,0.0,-1.0,16.0,0.0,0.0,0.0,6.0,-1,2600.0,E85,-1,20.0,0.0,0.0,0.0,30992,False,0.0
2011,Chrysler,200,13.52318182,0.0,13.0,0.0,0.0,0.0,-1.0,16.0,0.0,0.0,0.0,6.0,-1,2600.0,E85,-1,20.0,0.0,0.0,0.0,31012,False,0.0
2012,Saab,9-3 Sport Sedan,13.52318182,0.0,14.0,0.0,0.0,0.0,-1.0,16.0,0.0,0.0,0.0,4.0,-1,2450.0,E85,-1,20.0,0.0,0.0,0.0,31354,False,0.0
2012,Ford,Fusion AWD FFV,14.8755,0.0,12.0,0.0,0.0,0.0,-1.0,14.0,0.0,0.0,0.0,6.0,-1,2750.0,E85,-1,18.0,0.0,0.0,0.0,31387,False,0.0
2012,Ford,Fusion FWD FFV,12.93521739,0.0,13.0,0.0,0.0,0.0,-1.0,16.0,0.0,0.0,0.0,6.0,-1,2600.0,E85,-1,20.0,0.0,0.0,0.0,31393,False,0.0
2011,Saab,9-5 Sedan,12.39625,0.0,14.0,0.0,0.0,0.0,-1.0,17.0,0.0,0.0,0.0,4.0,-1,2300.0,E85,-1,22.0,0.0,0.0,0.0,31548,False,0.0
2013,Bentley,Continental GT,21.25071429,0.0,8.0,0.0,0.0,0.0,648.0,10.0,0.0,0.0,0.0,12.0,2,4150.0,E85,2,13.0,0.0,0.0,0.0,32363,False,0.0
2013,Buick,Verano,12.39625,0.0,14.0,0.0,0.0,0.0,357.0,17.0,0.0,0.0,0.0,4.0,6,2450.0,E85,6,22.0,0.0,0.0,0.0,32528,False,0.0
2013,Chrysler,200 Convertible,13.52318182,0.0,13.0,0.0,0.0,0.0,382.0,16.0,0.0,0.0,0.0,6.0,5,2600.0,E85,6,20.0,0.0,0.0,0.0,32913,False,0.0
2013,Audi,allroad quattro,13.52318182,0.0,13.0,0.0,0.0,0.0,406.0,15.0,0.0,0.0,0.0,4.0,6,2750.0,E85,5,18.0,0.0,0.0,0.0,33178,False,0.0
2014,Bentley,Flying Spur,21.25071429,0.0,8.0,0.0,0.0,0.0,612.0,10.0,0.0,0.0,0.0,12.0,2,4150.0,E85,2,14.0,0.0,0.0,0.0,33548,False,0.0
2014,Buick,LaCrosse,14.16714286,0.0,13.0,0.0,0.0,0.0,386.0,16.0,0.0,0.0,0.0,6.0,5,2600.0,E85,6,20.0,0.0,0.0,0.0,33836,False,0.0
2014,Ford,Focus SFE FWD FFV,9.2971875,0.0,19.0,0.0,0.0,0.0,281.0,22.0,0.0,0.0,0.0,4.0,8,1900.0,E85,8,26.0,0.0,0.0,0.0,34058,False,0.0
2014,Chrysler,200 Convertible,13.52318182,0.0,13.0,0.0,0.0,0.0,382.0,16.0,0.0,0.0,0.0,6.0,5,2600.0,E85,6,20.0,0.0,0.0,0.0,34161,False,0.0
2014,Dodge,Avenger,13.52318182,0.0,13.0,0.0,0.0,0.0,382.0,16.0,0.0,0.0,0.0,6.0,5,2600.0,E85,6,20.0,0.0,0.0,0.0,34185,False,0.0
2014,Jaguar,XF FFV,16.52833333,0.0,10.0,0.0,0.0,0.0,487.0,12.0,0.0,0.0,0.0,8.0,4,3200.0,E85,4,16.0,0.0,0.0,0.0,34347,False,0.0
2015,Buick,LaCrosse AWD,14.8755,0.0,12.0,0.0,0.0,0.0,439.0,14.0,0.0,0.0,0.0,6.0,5,2750.0,E85,5,18.0,0.0,0.0,0.0,35004,False,0.0
2015,Audi,allroad quattro,12.39625,0.0,15.0,0.0,0.0,0.0,361.0,17.0,0.0,0.0,0.0,4.0,6,2450.0,E85,6,20.0,0.0,0.0,0.0,35110,False,0.0
2016,Chrysler,200,11.01888889,0.0,16.0,0.0,0.0,0.0,303.0,20.0,0.0,0.0,0.0,4.0,7,2100.0,E85,7,26.0,0.0,0.0,0.0,36582,False,0.0
2016,Ford,Focus FWD FFV,10.25896552,0.0,19.0,0.0,0.0,0.0,288.0,21.0,0.0,0.0,0.0,4.0,7,1900.0,E85,7,26.0,0.0,0.0,0.0,36984,False,0.0
2010,Chevrolet,Malibu,12.93521739,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,6.0,-1,2450.0,E85,-1,0.0,0.0,0.0,0.0,28628,False,0.0
2010,Pontiac,G6,12.93521739,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,6.0,-1,2450.0,E85,-1,0.0,0.0,0.0,0.0,29302,False,0.0
2010,Dodge,Avenger,13.52318182,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,6.0,-1,2600.0,E85,-1,0.0,0.0,0.0,0.0,29720,False,0.0
2011,Buick,Regal,12.39625,0.0,14.0,0.0,0.0,0.0,-1.0,17.0,0.0,0.0,0.0,4.0,-1,2450.0,E85,-1,21.0,0.0,0.0,0.0,31009,False,0.0
2012,Bentley,Continental GT,21.25071429,0.0,8.0,0.0,0.0,0.0,-1.0,10.0,0.0,0.0,0.0,12.0,-1,4150.0,E85,-1,13.0,0.0,0.0,0.0,31181,False,0.0
2012,Bentley,Continental Flying Spur,21.25071429,0.0,7.0,0.0,0.0,0.0,-1.0,9.0,0.0,0.0,0.0,12.0,-1,4150.0,E85,-1,13.0,0.0,0.0,0.0,31215,False,0.0
2012,Buick,LaCrosse,14.16714286,0.0,12.0,0.0,0.0,0.0,-1.0,14.0,0.0,0.0,0.0,6.0,-1,2750.0,E85,-1,18.0,0.0,0.0,0.0,31361,False,0.0
2012,Chevrolet,Malibu,11.44269231,0.0,14.0,0.0,0.0,0.0,-1.0,17.0,0.0,0.0,0.0,4.0,-1,2450.0,E85,-1,22.0,0.0,0.0,0.0,31376,False,0.0
2012,Saab,9-5 Sedan,14.16714286,0.0,13.0,0.0,0.0,0.0,-1.0,15.0,0.0,0.0,0.0,4.0,-1,2600.0,E85,-1,20.0,0.0,0.0,0.0,31403,False,0.0
2012,Saab,9-5 Sedan,12.39625,0.0,14.0,0.0,0.0,0.0,-1.0,17.0,0.0,0.0,0.0,4.0,-1,2300.0,E85,-1,22.0,0.0,0.0,0.0,31404,False,0.0
2013,Buick,Regal,13.52318182,0.0,12.0,0.0,0.0,0.0,415.0,15.0,0.0,0.0,0.0,4.0,5,2750.0,E85,5,19.0,0.0,0.0,0.0,32536,False,0.0
2013,Buick,Regal,13.52318182,0.0,12.0,0.0,0.0,0.0,415.0,15.0,0.0,0.0,0.0,4.0,5,2750.0,E85,5,19.0,0.0,0.0,0.0,32538,False,0.0
2013,Ford,Focus FWD FFV,9.917,0.0,19.0,0.0,0.0,0.0,278.0,22.0,0.0,0.0,0.0,4.0,8,1800.0,E85,8,27.0,0.0,0.0,0.0,32919,False,0.0
2013,Ford,Focus FWD FFV,9.917,0.0,19.0,0.0,0.0,0.0,278.0,22.0,0.0,0.0,0.0,4.0,8,1800.0,E85,8,27.0,0.0,0.0,0.0,32920,False,0.0
2013,Cadillac,ATS AWD,14.16714286,0.0,13.0,0.0,0.0,0.0,404.0,15.0,0.0,0.0,0.0,6.0,5,2600.0,E85,5,19.0,0.0,0.0,0.0,33155,False,0.0
2013,Dodge,Dart,11.01888889,0.0,16.0,0.0,0.0,0.0,327.0,18.0,0.0,0.0,0.0,4.0,7,2200.0,E85,7,23.0,0.0,0.0,0.0,33414,False,0.0
2014,Mercedes-Benz,C350,12.93521739,0.0,14.0,0.0,0.0,0.0,363.0,16.0,0.0,0.0,0.0,6.0,6,2450.0,E85,6,20.0,0.0,0.0,0.0,33650,False,0.0
2014,Audi,A4 quattro,12.93521739,0.0,14.0,0.0,0.0,0.0,379.0,16.0,0.0,0.0,0.0,4.0,6,2600.0,E85,6,20.0,0.0,0.0,0.0,33798,False,0.0
2014,Ford,Focus FWD FFV,10.25896552,0.0,19.0,0.0,0.0,0.0,288.0,21.0,0.0,0.0,0.0,4.0,8,1900.0,E85,8,25.0,0.0,0.0,0.0,34004,False,0.0
2014,Jaguar,XF FFV,14.16714286,0.0,12.0,0.0,0.0,0.0,418.0,14.0,0.0,0.0,0.0,6.0,5,2750.0,E85,5,18.0,0.0,0.0,0.0,34348,False,0.0
2015,Bentley,Continental GT,19.834,0.0,8.0,0.0,0.0,0.0,576.0,10.0,0.0,0.0,0.0,12.0,3,3800.0,E85,3,15.0,0.0,0.0,0.0,34923,False,0.0
2015,Buick,LaCrosse,14.16714286,0.0,13.0,0.0,0.0,0.0,386.0,16.0,0.0,0.0,0.0,6.0,5,2600.0,E85,5,20.0,0.0,0.0,0.0,35000,False,0.0
2015,Audi,A4 quattro,12.39625,0.0,15.0,0.0,0.0,0.0,349.0,17.0,0.0,0.0,0.0,4.0,6,2300.0,E85,6,21.0,0.0,0.0,0.0,35090,False,0.0
2015,Chrysler,200 AWD,13.52318182,0.0,13.0,0.0,0.0,0.0,376.0,16.0,0.0,0.0,0.0,6.0,5,2600.0,E85,6,21.0,0.0,0.0,0.0,35361,False,0.0
2015,Dodge,Dart,11.01888889,0.0,17.0,0.0,0.0,0.0,304.0,19.0,0.0,0.0,0.0,4.0,7,2100.0,E85,7,24.0,0.0,0.0,0.0,35490,False,0.0
2016,Audi,A4 quattro,12.39625,0.0,15.0,0.0,0.0,0.0,349.0,17.0,0.0,0.0,0.0,4.0,6,2300.0,E85,6,21.0,0.0,0.0,0.0,36394,False,0.0
2016,Audi,allroad quattro,12.39625,0.0,15.0,0.0,0.0,0.0,361.0,17.0,0.0,0.0,0.0,4.0,5,2450.0,E85,6,20.0,0.0,0.0,0.0,36411,False,0.0
2016,Ford,Focus FWD FFV,9.597096774,0.0,19.0,0.0,0.0,0.0,270.0,22.0,0.0,0.0,0.0,4.0,7,1800.0,E85,8,28.0,0.0,0.0,0.0,36982,False,0.0
2016,Ford,Focus FWD FFV,9.917,0.0,19.0,0.0,0.0,0.0,285.0,22.0,0.0,0.0,0.0,4.0,7,1900.0,E85,8,26.0,0.0,0.0,0.0,36983,False,0.0
2010,Ford,Fusion AWD FFV,14.16714286,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,6.0,-1,2750.0,E85,-1,0.0,0.0,0.0,0.0,26400,False,0.0
2010,Mercury,Milan FFV,13.52318182,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,6.0,-1,2750.0,E85,-1,0.0,0.0,0.0,0.0,26414,False,0.0
2019,Mercedes-Benz,CLA250 4matic,11.01888889,0.0,17.0,0.0,0.0,0.0,328.0,19.0,0.0,0.0,0.0,4.0,6,2100.0,E85,6,24.0,0.0,0.0,0.0,40527,False,0.0
2010,Pontiac,G6,11.9004,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,4.0,-1,2300.0,E85,-1,0.0,0.0,0.0,0.0,29299,False,0.0
2010,Chrysler,Sebring Convertible,14.16714286,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,6.0,-1,2750.0,E85,-1,0.0,0.0,0.0,0.0,29711,False,0.0
2011,Chevrolet,Malibu,11.44269231,0.0,14.0,0.0,0.0,0.0,-1.0,17.0,0.0,0.0,0.0,4.0,-1,2450.0,E85,-1,22.0,0.0,0.0,0.0,30392,False,0.0
2011,Mercedes-Benz,C300 4matic,14.8755,0.0,12.0,0.0,0.0,0.0,-1.0,14.0,0.0,0.0,0.0,6.0,-1,2750.0,E85,-1,18.0,0.0,0.0,0.0,30634,False,0.0
2012,Chrysler,200 Convertible,13.52318182,0.0,13.0,0.0,0.0,0.0,-1.0,16.0,0.0,0.0,0.0,6.0,-1,2600.0,E85,-1,20.0,0.0,0.0,0.0,31351,False,0.0
2012,Dodge,Avenger,13.52318182,0.0,13.0,0.0,0.0,0.0,-1.0,16.0,0.0,0.0,0.0,6.0,-1,2600.0,E85,-1,20.0,0.0,0.0,0.0,31384,False,0.0
2012,Saab,9-3 Convertible,12.39625,0.0,14.0,0.0,0.0,0.0,-1.0,17.0,0.0,0.0,0.0,4.0,-1,2300.0,E85,-1,22.0,0.0,0.0,0.0,31574,False,0.0
2012,Ford,Focus FWD FFV,10.25896552,0.0,19.0,0.0,0.0,0.0,-1.0,21.0,0.0,0.0,0.0,4.0,-1,1900.0,E85,-1,25.0,0.0,0.0,0.0,32301,False,0.0
2012,Ford,Focus SFE FWD FFV,9.2971875,0.0,19.0,0.0,0.0,0.0,-1.0,22.0,0.0,0.0,0.0,4.0,-1,1900.0,E85,-1,26.0,0.0,0.0,0.0,32303,False,0.0
2012,Mercedes-Benz,C350,13.52318182,0.0,14.0,0.0,0.0,0.0,-1.0,16.0,0.0,0.0,0.0,6.0,-1,2450.0,E85,-1,21.0,0.0,0.0,0.0,32304,False,0.0
2013,Ford,Focus SFE FWD FFV,9.2971875,0.0,19.0,0.0,0.0,0.0,281.0,22.0,0.0,0.0,0.0,4.0,8,1900.0,E85,8,26.0,0.0,0.0,0.0,32922,False,0.0
2013,Mercedes-Benz,C300 4matic,13.52318182,0.0,12.0,0.0,0.0,0.0,395.0,14.0,0.0,0.0,0.0,6.0,5,2750.0,E85,5,17.0,0.0,0.0,0.0,32931,False,0.0
2013,Dodge,Avenger,13.52318182,0.0,13.0,0.0,0.0,0.0,382.0,16.0,0.0,0.0,0.0,6.0,5,2600.0,E85,6,20.0,0.0,0.0,0.0,32974,False,0.0
2013,Mercedes-Benz,E350,12.93521739,0.0,14.0,0.0,0.0,0.0,363.0,16.0,0.0,0.0,0.0,6.0,6,2450.0,E85,6,22.0,0.0,0.0,0.0,32985,False,0.0
2013,Mercedes-Benz,E350 4Matic,13.52318182,0.0,13.0,0.0,0.0,0.0,381.0,15.0,0.0,0.0,0.0,6.0,5,2600.0,E85,6,20.0,0.0,0.0,0.0,32986,False,0.0
2013,Cadillac,ATS,13.52318182,0.0,14.0,0.0,0.0,0.0,381.0,16.0,0.0,0.0,0.0,6.0,5,2600.0,E85,6,20.0,0.0,0.0,0.0,33156,False,0.0
2012,Ford,Focus FWD FFV,9.597096774,0.0,18.0,0.0,0.0,0.0,-1.0,21.0,0.0,0.0,0.0,4.0,-1,1900.0,E85,-1,26.0,0.0,0.0,0.0,33362,False,0.0
2014,Mercedes-Benz,E350,12.93521739,0.0,15.0,0.0,0.0,0.0,358.0,17.0,0.0,0.0,0.0,6.0,6,2300.0,E85,6,21.0,0.0,0.0,0.0,33551,False,0.0
2013,Jaguar,XF FFV,16.52833333,0.0,10.0,0.0,0.0,0.0,487.0,12.0,0.0,0.0,0.0,8.0,4,3200.0,E85,4,16.0,0.0,0.0,0.0,33760,False,0.0
2014,Buick,LaCrosse AWD,14.8755,0.0,11.0,0.0,0.0,0.0,450.0,13.0,0.0,0.0,0.0,6.0,5,2950.0,E85,5,17.0,0.0,0.0,0.0,33839,False,0.0
2014,Audi,allroad quattro,13.52318182,0.0,13.0,0.0,0.0,0.0,406.0,15.0,0.0,0.0,0.0,4.0,6,2750.0,E85,5,18.0,0.0,0.0,0.0,33855,False,0.0
2014,Ford,Focus FWD FFV,9.917,0.0,19.0,0.0,0.0,0.0,281.0,22.0,0.0,0.0,0.0,4.0,8,1900.0,E85,8,26.0,0.0,0.0,0.0,34003,False,0.0
2014,Chrysler,200,13.52318182,0.0,13.0,0.0,0.0,0.0,382.0,16.0,0.0,0.0,0.0,6.0,5,2600.0,E85,6,20.0,0.0,0.0,0.0,34182,False,0.0
2015,Chrysler,200,11.01888889,0.0,16.0,0.0,0.0,0.0,303.0,20.0,0.0,0.0,0.0,4.0,7,2100.0,E85,7,26.0,0.0,0.0,0.0,35359,False,0.0
2015,Chrysler,200,12.93521739,0.0,13.0,0.0,0.0,0.0,364.0,16.0,0.0,0.0,0.0,6.0,5,2450.0,E85,6,22.0,0.0,0.0,0.0,35360,False,0.0
2015,Ford,Focus FWD FFV,9.597096774,0.0,19.0,0.0,0.0,0.0,270.0,22.0,0.0,0.0,0.0,4.0,8,1800.0,E85,8,28.0,0.0,0.0,0.0,35966,False,0.0
2016,Mercedes-Benz,E350,12.93521739,0.0,13.0,0.0,0.0,0.0,370.0,15.0,0.0,0.0,0.0,6.0,5,2600.0,E85,5,19.0,0.0,0.0,0.0,36178,False,0.0
2016,Chrysler,200,12.93521739,0.0,13.0,0.0,0.0,0.0,364.0,16.0,0.0,0.0,0.0,6.0,5,2450.0,E85,6,22.0,0.0,0.0,0.0,36684,False,0.0
2016,Chevrolet,Impala Bi-Fuel  (CNG),14.8755,0.0,15.0,0.0,0.0,0.0,-1.0,18.0,0.0,0.0,0.0,6.0,4,2550.0,Natural Gas,6,23.0,0.0,0.0,0.0,36898,False,0.0
2016,Mercedes-Benz,CLA250 4matic,11.01888889,0.0,17.0,0.0,0.0,0.0,322.0,19.0,0.0,0.0,0.0,4.0,6,2100.0,E85,7,23.0,0.0,0.0,0.0,36989,False,0.0
2017,Chrysler,200,12.93521739,0.0,13.0,0.0,0.0,0.0,370.0,16.0,0.0,0.0,0.0,6.0,5,2450.0,E85,5,22.0,0.0,0.0,0.0,38100,False,0.0
2017,Ford,Focus FWD FFV,10.25896552,0.0,18.0,0.0,0.0,0.0,292.0,21.0,0.0,0.0,0.0,4.0,7,1900.0,E85,7,25.0,0.0,0.0,0.0,38475,False,0.0
2017,Ford,Focus FWD FFV,10.62535714,0.0,18.0,0.0,0.0,0.0,303.0,20.0,0.0,0.0,0.0,4.0,6,2000.0,E85,7,24.0,0.0,0.0,0.0,38476,False,0.0
2010,Pontiac,G6,11.44269231,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,4.0,-1,2300.0,E85,-1,0.0,0.0,0.0,0.0,29301,False,0.0
2011,Ford,Fusion AWD FFV,14.8755,0.0,12.0,0.0,0.0,0.0,-1.0,14.0,0.0,0.0,0.0,6.0,-1,2750.0,E85,-1,18.0,0.0,0.0,0.0,30369,False,0.0
2011,Mercury,Milan AWD FFV,14.8755,0.0,12.0,0.0,0.0,0.0,-1.0,14.0,0.0,0.0,0.0,6.0,-1,2750.0,E85,-1,18.0,0.0,0.0,0.0,30372,False,0.0
2012,Buick,Regal,13.52318182,0.0,13.0,0.0,0.0,0.0,-1.0,16.0,0.0,0.0,0.0,4.0,-1,2600.0,E85,-1,21.0,0.0,0.0,0.0,31359,False,0.0
2012,Buick,Regal,12.39625,0.0,14.0,0.0,0.0,0.0,-1.0,17.0,0.0,0.0,0.0,4.0,-1,2450.0,E85,-1,21.0,0.0,0.0,0.0,31360,False,0.0
2012,Buick,LaCrosse AWD,14.8755,0.0,12.0,0.0,0.0,0.0,-1.0,14.0,0.0,0.0,0.0,6.0,-1,2950.0,E85,-1,17.0,0.0,0.0,0.0,31362,False,0.0
